1729289421.795199 server started (20998): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1729289421.795236 on Linux 6.11.0-8-generic #8-Ubuntu SMP PREEMPT_DYNAMIC Mon Sep 16 13:41:20 UTC 2024
1729289421.795247 using libevent 2.1.12-stable poll
1729289421.795251 using ncurses 6.5 20240427
1729289421.796896 yylex_token: end at WS
1729289421.796898 yylex_token: command-prompt
1729289421.796901 yylex_token: end at WS
1729289421.796903 yylex_token: -I#S
1729289421.796905 yylex_token: end at WS
1729289421.796908 yylex_token: rename-session
1729289421.797111 yylex_token: end at WS
1729289421.797114 yylex_token: --
1729289421.797117 yylex_token: end at WS
1729289421.797119 yylex_token: %%
1729289421.797142 cmd_parse_build_commands 0:0: bind
1729289421.797146 cmd_parse_build_commands 0:1: -N
1729289421.797148 cmd_parse_build_commands 0:2: Rename current session
1729289421.797151 cmd_parse_build_commands 0:3: $
1729289421.797154 cmd_parse_build_commands 0:4 0:0: command-prompt
1729289421.797157 cmd_parse_build_commands 0:4 0:1: -I#S
1729289421.797160 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1729289421.797162 cmd_parse_build_commands 0:4 0:2 0:1: --
1729289421.797165 cmd_parse_build_commands 0:4 0:2 0:2: %%
1729289421.797169 cmd_parse_build_commands 0:0: command-prompt
1729289421.797171 cmd_parse_build_commands 0:1: -I#S
1729289421.797174 cmd_parse_build_commands 0:2 0:0: rename-session
1729289421.797178 cmd_parse_build_commands 0:2 0:1: --
1729289421.797180 cmd_parse_build_commands 0:2 0:2: %%
1729289421.797183 cmd_parse_build_commands 0:0: rename-session
1729289421.797186 cmd_parse_build_commands 0:1: --
1729289421.797188 cmd_parse_build_commands 0:2: %%
1729289421.797192 args_parse_flags: next --
1729289421.797195 args_parse: flags end at 2 of 3
1729289421.797198 args_parse: 2 = %% (type STRING)
1729289421.797202 cmd_parse_build_commands: rename-session "%%"
1729289421.797205 args_parse_flags: next -I#S
1729289421.797208 args_parse_flag_argument: -I = #S
1729289421.797211 args_parse: flags end at 2 of 3
1729289421.797216 args_parse: 2 = rename-session "%%" (type COMMANDS)
1729289421.797223 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1729289421.797226 args_parse_flags: next -N
1729289421.797229 args_parse_flag_argument: -N = Rename current session
1729289421.797232 args_parse_flags: next $
1729289421.797235 args_parse: flags end at 3 of 5
1729289421.797237 args_parse: 3 = $ (type STRING)
1729289421.797243 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1729289421.797252 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1729289421.797268 cmdq_get_command: [bind-key/0x57762dd6a920] group 58
1729289421.797271 cmdq_append <global>: [bind-key/0x57762dd6a920]
1729289421.797276 yylex_token: end at WS
1729289421.797279 yylex_token: bind
1729289421.797281 yylex_token: end at WS
1729289421.797283 yylex_token: -N
1729289421.797287 yylex_token: end at WS
1729289421.797289 yylex_token: Split window horizontally
1729289421.797293 yylex_get_word: %
1729289421.797295 yylex_token: end at WS
1729289421.797298 yylex_token: split-window
1729289421.797300 yylex_token: end at WS
1729289421.797302 yylex_token: -h
1729289421.797306 cmd_parse_build_commands 0:0: bind
1729289421.797308 cmd_parse_build_commands 0:1: -N
1729289421.797311 cmd_parse_build_commands 0:2: Split window horizontally
1729289421.797313 cmd_parse_build_commands 0:3: %
1729289421.797316 cmd_parse_build_commands 0:4 0:0: split-window
1729289421.797319 cmd_parse_build_commands 0:4 0:1: -h
1729289421.797323 cmd_parse_build_commands 0:0: split-window
1729289421.797326 cmd_parse_build_commands 0:1: -h
1729289421.797331 args_parse_flags: next -h
1729289421.797333 args_parse_flags: -h
1729289421.797336 args_parse: flags end at 2 of 2
1729289421.797340 cmd_parse_build_commands: split-window -h
1729289421.797342 args_parse_flags: next -N
1729289421.797345 args_parse_flag_argument: -N = Split window horizontally
1729289421.797347 args_parse_flags: next %
1729289421.797350 args_parse: flags end at 3 of 5
1729289421.797353 args_parse: 3 = % (type STRING)
1729289421.797357 args_parse: 4 = split-window -h (type COMMANDS)
1729289421.797364 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1729289421.797369 cmdq_get_command: [bind-key/0x57762dd6add0] group 70
1729289421.797372 cmdq_append <global>: [bind-key/0x57762dd6add0]
1729289421.797375 yylex_token: end at WS
1729289421.797377 yylex_token: bind
1729289421.797380 yylex_token: end at WS
1729289421.797382 yylex_token: -N
1729289421.797385 yylex_token: end at WS
1729289421.797387 yylex_token: Kill current window
1729289421.797390 yylex_token: end at WS
1729289421.797392 yylex_token: &
1729289421.797395 yylex_token: end at WS
1729289421.797397 yylex_token: confirm-before
1729289421.797401 yylex_token: end at WS
1729289421.797403 yylex_token: -pkill-window #W? (y/n)
1729289421.797406 yylex_token: end at WS
1729289421.797408 yylex_token: kill-window
1729289421.797412 cmd_parse_build_commands 0:0: bind
1729289421.797414 cmd_parse_build_commands 0:1: -N
1729289421.797417 cmd_parse_build_commands 0:2: Kill current window
1729289421.797419 cmd_parse_build_commands 0:3: &
1729289421.797422 cmd_parse_build_commands 0:4 0:0: confirm-before
1729289421.797425 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1729289421.797428 cmd_parse_build_commands 0:4 0:2: kill-window
1729289421.797432 cmd_parse_build_commands 0:0: confirm-before
1729289421.797435 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1729289421.797437 cmd_parse_build_commands 0:2: kill-window
1729289421.797441 args_parse_flags: next -pkill-window #W? (y/n)
1729289421.797446 args_parse_flag_argument: -p = kill-window #W? (y/n)
1729289421.797448 args_parse_flags: next kill-window
1729289421.797451 args_parse: flags end at 2 of 3
1729289421.797453 args_parse: 2 = kill-window (type STRING)
1729289421.797460 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1729289421.797463 args_parse_flags: next -N
1729289421.797467 args_parse_flag_argument: -N = Kill current window
1729289421.797469 args_parse_flags: next &
1729289421.797471 args_parse: flags end at 3 of 5
1729289421.797474 args_parse: 3 = & (type STRING)
1729289421.797480 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1729289421.797489 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1729289421.797495 cmdq_get_command: [bind-key/0x57762dd6aed0] group 78
1729289421.797499 cmdq_append <global>: [bind-key/0x57762dd6aed0]
1729289421.797509 yylex_token: end at WS
1729289421.797519 yylex_token: bind
1729289421.797522 yylex_token: end at WS
1729289421.797525 yylex_token: -N
1729289421.797528 yylex_token: end at WS
1729289421.797531 yylex_token: Prompt for window index to select
1729289421.797534 yylex_token: end at WS
1729289421.797536 yylex_token: '
1729289421.797539 yylex_token: end at WS
1729289421.797541 yylex_token: command-prompt
1729289421.797543 yylex_token: end at WS
1729289421.797545 yylex_token: -T
1729289421.797548 yylex_token: end at WS
1729289421.797550 yylex_token: window-target
1729289421.797553 yylex_token: end at WS
1729289421.797555 yylex_token: -pindex
1729289421.797558 yylex_token: end at WS
1729289421.797560 yylex_token: select-window
1729289421.797562 yylex_token: end at WS
1729289421.797564 yylex_token: -t
1729289421.797567 yylex_token: end at WS
1729289421.797569 yylex_token: :%%
1729289421.797572 cmd_parse_build_commands 0:0: bind
1729289421.797575 cmd_parse_build_commands 0:1: -N
1729289421.797578 cmd_parse_build_commands 0:2: Prompt for window index to select
1729289421.797581 cmd_parse_build_commands 0:3: '
1729289421.797583 cmd_parse_build_commands 0:4 0:0: command-prompt
1729289421.797586 cmd_parse_build_commands 0:4 0:1: -T
1729289421.797589 cmd_parse_build_commands 0:4 0:2: window-target
1729289421.797591 cmd_parse_build_commands 0:4 0:3: -pindex
1729289421.797594 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1729289421.797597 cmd_parse_build_commands 0:4 0:4 0:1: -t
1729289421.797600 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1729289421.797604 cmd_parse_build_commands 0:0: command-prompt
1729289421.797606 cmd_parse_build_commands 0:1: -T
1729289421.797609 cmd_parse_build_commands 0:2: window-target
1729289421.797611 cmd_parse_build_commands 0:3: -pindex
1729289421.797614 cmd_parse_build_commands 0:4 0:0: select-window
1729289421.797616 cmd_parse_build_commands 0:4 0:1: -t
1729289421.797619 cmd_parse_build_commands 0:4 0:2: :%%
1729289421.797622 cmd_parse_build_commands 0:0: select-window
1729289421.797624 cmd_parse_build_commands 0:1: -t
1729289421.797626 cmd_parse_build_commands 0:2: :%%
1729289421.797631 args_parse_flags: next -t
1729289421.797635 args_parse_flag_argument: -t = :%%
1729289421.797637 args_parse: flags end at 3 of 3
1729289421.797644 cmd_parse_build_commands: select-window -t ":%%"
1729289421.797647 args_parse_flags: next -T
1729289421.797650 args_parse_flag_argument: -T = window-target
1729289421.797652 args_parse_flags: next -pindex
1729289421.797655 args_parse_flag_argument: -p = index
1729289421.797658 args_parse: flags end at 4 of 5
1729289421.797662 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1729289421.797670 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1729289421.797673 args_parse_flags: next -N
1729289421.797676 args_parse_flag_argument: -N = Prompt for window index to select
1729289421.797678 args_parse_flags: next '
1729289421.797681 args_parse: flags end at 3 of 5
1729289421.797683 args_parse: 3 = ' (type STRING)
1729289421.797690 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1729289421.797700 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1729289421.797707 cmdq_get_command: [bind-key/0x57762dd6bb50] group 86
1729289421.797710 cmdq_append <global>: [bind-key/0x57762dd6bb50]
1729289421.797722 yylex_token: end at WS
1729289421.797724 yylex_token: bind
1729289421.797727 yylex_token: end at WS
1729289421.797729 yylex_token: -N
1729289421.797732 yylex_token: end at WS
1729289421.797735 yylex_token: Switch to previous client
1729289421.797737 yylex_token: end at WS
1729289421.797739 yylex_token: (
1729289421.797742 yylex_token: end at WS
1729289421.797744 yylex_token: switch-client
1729289421.797746 yylex_token: end at WS
1729289421.797802 yylex_token: -p
1729289421.797807 cmd_parse_build_commands 0:0: bind
1729289421.797809 cmd_parse_build_commands 0:1: -N
1729289421.797812 cmd_parse_build_commands 0:2: Switch to previous client
1729289421.797827 cmd_parse_build_commands 0:3: (
1729289421.797831 cmd_parse_build_commands 0:4 0:0: switch-client
1729289421.797833 cmd_parse_build_commands 0:4 0:1: -p
1729289421.797837 cmd_parse_build_commands 0:0: switch-client
1729289421.797840 cmd_parse_build_commands 0:1: -p
1729289421.797846 args_parse_flags: next -p
1729289421.797849 args_parse_flags: -p
1729289421.797852 args_parse: flags end at 2 of 2
1729289421.797856 cmd_parse_build_commands: switch-client -p
1729289421.797859 args_parse_flags: next -N
1729289421.797862 args_parse_flag_argument: -N = Switch to previous client
1729289421.797865 args_parse_flags: next (
1729289421.797868 args_parse: flags end at 3 of 5
1729289421.797870 args_parse: 3 = ( (type STRING)
1729289421.797874 args_parse: 4 = switch-client -p (type COMMANDS)
1729289421.797881 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1729289421.797886 cmdq_get_command: [bind-key/0x57762dd6bfa0] group 98
1729289421.797889 cmdq_append <global>: [bind-key/0x57762dd6bfa0]
1729289421.797892 yylex_token: end at WS
1729289421.797894 yylex_token: bind
1729289421.797897 yylex_token: end at WS
1729289421.797899 yylex_token: -N
1729289421.797902 yylex_token: end at WS
1729289421.797904 yylex_token: Switch to next client
1729289421.797906 yylex_token: end at WS
1729289421.797908 yylex_token: )
1729289421.797911 yylex_token: end at WS
1729289421.797914 yylex_token: switch-client
1729289421.797916 yylex_token: end at WS
1729289421.797918 yylex_token: -n
1729289421.797922 cmd_parse_build_commands 0:0: bind
1729289421.797924 cmd_parse_build_commands 0:1: -N
1729289421.797927 cmd_parse_build_commands 0:2: Switch to next client
1729289421.797929 cmd_parse_build_commands 0:3: )
1729289421.797932 cmd_parse_build_commands 0:4 0:0: switch-client
1729289421.797934 cmd_parse_build_commands 0:4 0:1: -n
1729289421.797939 cmd_parse_build_commands 0:0: switch-client
1729289421.797941 cmd_parse_build_commands 0:1: -n
1729289421.797946 args_parse_flags: next -n
1729289421.797949 args_parse_flags: -n
1729289421.797951 args_parse: flags end at 2 of 2
1729289421.797955 cmd_parse_build_commands: switch-client -n
1729289421.797957 args_parse_flags: next -N
1729289421.797960 args_parse_flag_argument: -N = Switch to next client
1729289421.797963 args_parse_flags: next )
1729289421.797965 args_parse: flags end at 3 of 5
1729289421.797968 args_parse: 3 = ) (type STRING)
1729289421.797971 args_parse: 4 = switch-client -n (type COMMANDS)
1729289421.797979 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1729289421.797983 cmdq_get_command: [bind-key/0x57762dd6c840] group 106
1729289421.797987 cmdq_append <global>: [bind-key/0x57762dd6c840]
1729289421.797989 yylex_token: end at WS
1729289421.797992 yylex_token: bind
1729289421.797994 yylex_token: end at WS
1729289421.797996 yylex_token: -N
1729289421.798000 yylex_token: end at WS
1729289421.798002 yylex_token: Rename current window
1729289421.798004 yylex_token: end at WS
1729289421.798006 yylex_token: ,
1729289421.798009 yylex_token: end at WS
1729289421.798011 yylex_token: command-prompt
1729289421.798014 yylex_token: end at WS
1729289421.798016 yylex_token: -I#W
1729289421.798019 yylex_token: end at WS
1729289421.798021 yylex_token: rename-window
1729289421.798023 yylex_token: end at WS
1729289421.798026 yylex_token: --
1729289421.798028 yylex_token: end at WS
1729289421.798030 yylex_token: %%
1729289421.798034 cmd_parse_build_commands 0:0: bind
1729289421.798036 cmd_parse_build_commands 0:1: -N
1729289421.798039 cmd_parse_build_commands 0:2: Rename current window
1729289421.798042 cmd_parse_build_commands 0:3: ,
1729289421.798045 cmd_parse_build_commands 0:4 0:0: command-prompt
1729289421.798047 cmd_parse_build_commands 0:4 0:1: -I#W
1729289421.798050 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1729289421.798053 cmd_parse_build_commands 0:4 0:2 0:1: --
1729289421.798057 cmd_parse_build_commands 0:4 0:2 0:2: %%
1729289421.798061 cmd_parse_build_commands 0:0: command-prompt
1729289421.798069 cmd_parse_build_commands 0:1: -I#W
1729289421.798072 cmd_parse_build_commands 0:2 0:0: rename-window
1729289421.798075 cmd_parse_build_commands 0:2 0:1: --
1729289421.798078 cmd_parse_build_commands 0:2 0:2: %%
1729289421.798081 cmd_parse_build_commands 0:0: rename-window
1729289421.798084 cmd_parse_build_commands 0:1: --
1729289421.798086 cmd_parse_build_commands 0:2: %%
1729289421.798090 args_parse_flags: next --
1729289421.798093 args_parse: flags end at 2 of 3
1729289421.798096 args_parse: 2 = %% (type STRING)
1729289421.798101 cmd_parse_build_commands: rename-window "%%"
1729289421.798104 args_parse_flags: next -I#W
1729289421.798107 args_parse_flag_argument: -I = #W
1729289421.798109 args_parse: flags end at 2 of 3
1729289421.798114 args_parse: 2 = rename-window "%%" (type COMMANDS)
1729289421.798120 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1729289421.798124 args_parse_flags: next -N
1729289421.798127 args_parse_flag_argument: -N = Rename current window
1729289421.798129 args_parse_flags: next ,
1729289421.798132 args_parse: flags end at 3 of 5
1729289421.798135 args_parse: 3 = , (type STRING)
1729289421.798140 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1729289421.798149 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1729289421.798155 cmdq_get_command: [bind-key/0x57762dd6d280] group 114
1729289421.798158 cmdq_append <global>: [bind-key/0x57762dd6d280]
1729289421.798169 yylex_token: end at WS
1729289421.798171 yylex_token: bind
1729289421.798174 yylex_token: end at WS
1729289421.798176 yylex_token: -N
1729289421.798179 yylex_token: end at WS
1729289421.798182 yylex_token: Delete the most recent paste buffer
1729289421.798185 yylex_token: end at WS
1729289421.798187 yylex_token: -
1729289421.798190 yylex_token: end at WS
1729289421.798192 yylex_token: delete-buffer
1729289421.798196 cmd_parse_build_commands 0:0: bind
1729289421.798198 cmd_parse_build_commands 0:1: -N
1729289421.798201 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1729289421.798204 cmd_parse_build_commands 0:3: -
1729289421.798207 cmd_parse_build_commands 0:4 0:0: delete-buffer
1729289421.798211 cmd_parse_build_commands 0:0: delete-buffer
1729289421.798214 args_parse: flags end at 1 of 1
1729289421.798218 cmd_parse_build_commands: delete-buffer
1729289421.798221 args_parse_flags: next -N
1729289421.798224 args_parse_flag_argument: -N = Delete the most recent paste buffer
1729289421.798227 args_parse_flags: next -
1729289421.798229 args_parse: flags end at 3 of 5
1729289421.798232 args_parse: 3 = - (type STRING)
1729289421.798235 args_parse: 4 = delete-buffer (type COMMANDS)
1729289421.798242 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1729289421.798245 cmdq_get_command: [bind-key/0x57762dd6e0b0] group 126
1729289421.798250 cmdq_append <global>: [bind-key/0x57762dd6e0b0]
1729289421.798253 yylex_token: end at WS
1729289421.798255 yylex_token: bind
1729289421.798257 yylex_token: end at WS
1729289421.798259 yylex_token: -N
1729289421.798263 yylex_token: end at WS
1729289421.798265 yylex_token: Move the current window
1729289421.798267 yylex_token: end at WS
1729289421.798270 yylex_token: .
1729289421.798272 yylex_token: end at WS
1729289421.798275 yylex_token: command-prompt
1729289421.798277 yylex_token: end at WS
1729289421.798279 yylex_token: -T
1729289421.798282 yylex_token: end at WS
1729289421.798284 yylex_token: target
1729289421.798287 yylex_token: end at WS
1729289421.798289 yylex_token: move-window
1729289421.798291 yylex_token: end at WS
1729289421.798293 yylex_token: -t
1729289421.798296 yylex_token: end at WS
1729289421.798298 yylex_token: %%
1729289421.798302 cmd_parse_build_commands 0:0: bind
1729289421.798304 cmd_parse_build_commands 0:1: -N
1729289421.798307 cmd_parse_build_commands 0:2: Move the current window
1729289421.798310 cmd_parse_build_commands 0:3: .
1729289421.798312 cmd_parse_build_commands 0:4 0:0: command-prompt
1729289421.798319 cmd_parse_build_commands 0:4 0:1: -T
1729289421.798322 cmd_parse_build_commands 0:4 0:2: target
1729289421.798325 cmd_parse_build_commands 0:4 0:3 0:0: move-window
